description,address_full,agent_name,bathrooms,bedrooms,council_tax_band,price,price_per_sqft,property_type,receptions,size_sqft,status,tenure,listing_title,lat,lon,postcode,town_city,county,address,bedrooms_int,bathrooms_int,receptions_int,price_num,price_per_sqft_num,size_sqft_num
"Two/ three bedrooms Detached true bungalow Sought after location Corner plot Large detached garage Beautiful gardens Bursting with potential Freehold epc-d Council tax band- tbc Introducing this charming two-bedroom detached bungalow, boasting the potential of accommodating a third bedroom, nestled in the highly sought-after location of Aspull. A true gem, this detached residence sits proudly on a generous corner plot and is bursting with potential. The property opens up to reveal a spacious layout featuring two bedrooms (with the possibility of a third), offering ample space for relaxation and privacy. A large lounge, kitchen and dining room. Stepping outside, you'll find a large detached garage, perfect for housing your vehicles or providing additional storage space. The beautiful gardens that surround the property are perfect for a family. This property is bursting with potential, offering the opportunity for the new owners to put their stamp on it and transform it into their dream home. Locally the accommodation rests with handy access to the picturesque Haigh Hall for those who enjoy the outdoors, good schools, amenities and transport links. Early viewings are highly recommended to avoid disappointment. Leasehold. EPC Rating: D Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Oakfield Crescent, Aspull WN2",Breakey & Co - Wigan,1.0,2,D,300000,25.0,detached_bungalow,2.0,12239.0,Just added,freehold,"2 bed detached bungalow for sale Oakfield Crescent, Aspull WN2",53.565216,-2.585102,O L12,Wigan,Salford,"Aspull, Wigan, SLF, ENG, United Kingdom",2,1,2,300000.0,25.0,12239.0
"No Forward Chain Leasehold Requires Minor Cosmetic Updating Terrace House Two Bedrooms Close to Transport Links Close to Amenities Bettermove are proud to present this 2 bedroom terraced house in Bolton, available with no forward chain. This property benefits from double glazing and gas central heating throughout, with on street parking available. The council tax band is A. This is a leasehold property of 998 years, starting in 1906; the ground rent is approximately £2.00 per annum. The interior of this property, which is in need of minor cosmetic updating, comprises a spacious lounge and fitted kitchen/dining room on the ground floor. The first floor consists of two double bedrooms and the family bathroom. The exterior boasts a private, low maintenance, rear yard, perfect for enjoying the summer months. Located in the popular town of Bolton, the property is close to a range of amenities, including shops, supermarkets, restaurants and pubs. Excellent transport links can be found from Hall i' th' Wood and Bolton Railway","Arnold Street, Bolton BL1",Bettermove,1.0,2,A,119000,,terraced,1.0,,Just added,leasehold,"2 bed terraced house for sale Arnold Street, Bolton BL1",53.591616,-2.44511,BL1 3HD,Bolton,Salford,"Arnold Street, Bolton, BL1 3HD, United Kingdom",2,1,1,119000.0,,
"Top Floor Apartment Balcony To The Bar Two Double Bedrooms Beautifully Presented 1 Car Parking Space Garage Included To Rear Modern Kitchen Spacious Lounge Reside Stockport are delighted to present this beautifully appointed top-floor apartment, featuring two generous double bedrooms, a private rear-facing balcony, allocated parking, and a garage. Ideally situated within easy reach of excellent local amenities and superb transport links, this property offers a perfect blend of comfort and convenience — ideal for commuters travelling into Manchester. The apartment briefly comprises: A welcoming entrance hall, a spacious open-plan lounge and dining area with sliding doors opening onto the balcony, a stylish modern kitchen, two well-presented double bedrooms, and a contemporary four-piece bathroom suite. Early viewing is highly recommended to avoid disappointment! Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Wellington Road North, Whitefield Mews, Heaton Chapel SK4",Reside Stockport,1.0,2,A,220000,,flat,1.0,,Just added,leasehold,"2 bed flat for sale Wellington Road North, Whitefield Mews, Heaton Chapel SK4",53.4312306,-2.180703,SK4 5AQ,Stockport,Greater Manchester,"Royal Mail, Wellington Road North, Stockport, SK4 5AQ, United Kingdom",2,1,1,220000.0,,
"Lovely Modern Three Bedroom Mews Well Presented Throughout Generous Accommodation Sought After Location Well Proportioned Sitting Room Modern Kitchen Diner Ground Floor WC Three Generous bedrooms Modern Shower Room Off Road Parking and Private Rear Gardens Arc Homes are delighted to offer for sale this fantastic modern three bedroom mid mews positioned within a sought after location. This beautiful home would be ideal for a range of buyers and is positioned on a plot providing off road parking and gardens to the rear. Entry is via an entrance hallway which provides access into a handy downstairs cloakroom and fantastic well proportioned sitting room. To the rear sits the excellent modern kitchen dining room finished with modern units and French doors opening into the rear gardens. To the first floor are three generous bedrooms and a modern shower room. Outside, the front gardens are open plan and provide off road parking. The enclosed rear gardens are laid to land and are not directly overlooked providing a good degree of privacy. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Penswick Road, Hindley Green, Wigan WN2",Arc Homes,2.0,3,A,200000,,mews,1.0,,Just added,freehold,"3 bed mews for sale Penswick Road, Hindley Green, Wigan WN2",53.525349955575095,-2.5379502435623595,WN2 4GA,Hindley,Greater Manchester,"Penswick Road, Hindley, WN2 4GA, United Kingdom",3,2,1,200000.0,,
"Two spacious bedrooms Modern bathroom Large reception room Convenient, practical layout Affordable council tax band A This attractive two-bedroom terraced house is offered for sale in good condition and presents an excellent opportunity for first-time buyers, families or investors. The property features a spacious reception room, providing a comfortable environment for relaxation and entertaining guests. The well-appointed kitchen offers ample space for cooking and everyday dining. Two well-proportioned bedrooms ensure comfortable accommodation, complete with a modern bathroom servicing the property. With an EPC rating of E, this home benefits from functional and practical features suited for contemporary living. Situated in council tax band A, it offers a cost-effective entry point into property ownership. The thoughtful layout, combined with the overall good condition, delivers a practical living space ready to move into. Don’t miss the opportunity to acquire this well-maintained terraced house, which combines convenience, comfort, and affordability. Arrange a viewing today to fully appreciate everything this inviting property has to offer. Lounge Kitchen Landing Bedroom 1 Bedroom 2 Bathroom Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Henry Street, Leigh WN7",Hunters - Leigh,1.0,2,A,165000,,terraced,1.0,,Just added,freehold,"2 bed terraced house for sale Henry Street, Leigh WN7",53.494115,-2.511428,WN7 4PF,Leigh,Salford,"Henry Street, Leigh, WN7 4PF, United Kingdom",2,1,1,165000.0,,
"Two Bedroom Semi Detached Investment Opportunity Sold Via Modern Method of Auction No Onward Chain Two Large Double Bedrooms Prime Edgeley Location Modernisation Required Julian Wadden are delighted to present this Two Bedroom Semi Detached Family Home, offering a fantastic renovation opportunity in the heart of Edgeley. Ideally located on the ever popular Naples Road, this property is offered with no onward chain and will be sold via the Modern Method of Auction. The property briefly comprises; an entrance hall leading firstly into the spacious bay fronted lounge. The generously sized dining room with the kitchen the to rear, along with seperate WC. Offering excellent scope for reconfiguration and modernisation. To the first floor; there are two large double bedrooms, very well proportioned in size, and the family bathroom completes the floor. This home presents a wonderful chance to restore and upgrade to your own vision, making it an ideal project for investors or buyers seeking a property with potential in a highly sought after Edgeley location. Please contact the office for more details and to arrange a viewing! -------------------------------------------------- This property is for sale by the Modern Method of Auction, meaning the buyer and seller are to Complete within 56 days (the ""Reservation Period""). Interested parties personal data will be shared with the Auctioneer (iamsold). If considering buying with a mortgage, inspect and consider the property carefully with your lender before bidding. A Buyer Information Pack is provided. The successful buyer only will pay £349.00 including VAT for this pack which you must view before bidding. There is no cost involved just to view the pack. The buyer signs a Reservation Agreement and makes payment of a non-refundable Reservation Fee of 4.50% of the purchase price including VAT, subject to a minimum of £6,600.00 including VAT. This is paid to reserve the property to the buyer during the Reservation Period and is paid in addition to the purchase price. This is considered within calculations for Stamp Duty Land Tax. Services may be recommended by the Agent or Auctioneer in which they will receive payment from the service provider if the service is taken. Payment varies but will be no more than £450.00. These services are optional. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions.","Naples Road, Edgeley, Stockport SK3",Julian Wadden - Stockport,1.0,2,A,180000,,semi_detached,1.0,,Just added,freehold,"2 bed semi-detached house for sale Naples Road, Edgeley, Stockport SK3",53.39811362020256,-2.18255128735959,SK3 0TN,Cheadle,Greater Manchester,"Naples Road, Cheadle, SK3 0TN, United Kingdom",2,1,1,180000.0,,
"Traditional freehold semi detached property Convenient location for town centre Recent modernisation works Three bedrooms &amp; two reception rooms Recently replaced kitchen &amp; bathroom Good sized plot with potential to extend Driveway to the side Combination heating &amp; UPVC double glazing A smartly presented freehold semi detached property in a very convenient location within half a mile of Bury town centre. The property has had a good deal of improvement works over the last couple of years to include, combination gas central heating, a measure of re plastering, new internal doors, new kitchen and bathroom, new floor coverings and decorations. Occupying a generous plot with gardens to the front, driveway to the side and level rear gardens providing great potential to extend the accommodation, if required and subject to approvals. With combination gas fired central heating and upvc double glazing throughout, the accommodation briefly comprises: Entrance hall, lounge with patio doors onto the rear gardens, dining room/sitting room, kitchen with pantry off, first floor landing, three bedrooms and a combined bathroom/w.c. With shower. To the outside there are gardens to the front and rear and a side driveway providing off road parking. Tenure - Freehold EPC Rating D Council Tax Banding - A Entrance Hall Via upvc door. Access to the first floor. Lounge At the rear of the property with patio doors leading onto the rear gardens. Sitting Room/Dining Room Upvc double glazed bay window to the front. Kitchen Range of recently installed wall &amp; base units in gloss white with contrasting worktops incorporating a 1 1/2 bowl sink unit and tiled elevations. Wall mounted combination gas central heating boiler in cupboard. Integrated appliances to include gas hob, electric oven and extractor unit. Upbv double glazed window to the side, access onto the side driveway via upvc door. Pantry. First Floor Landing With upvc double glazed window to the side. Main Bedroom Upvc double glazed window to the rear. Bedroom Two Upvc double glazed window to the front. Bedroom Three Upvc double glazed window to the front. Bathroom Recently installed three piece suite in white comprising: A low flush w.c., wash hand basin and panelled bath with thermostatic shower over. Two upvc double glazed windows to the side. LED lighting. Outside The property has good sized gardens to the front, side and rear. There is a side driveway providing off road parking for up to 2 cars. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Hornby Street, Bury BL9",Pearson Ferrier,1.0,3,A,220000,,semi_detached,1.0,,Just added,freehold,"3 bed semi-detached house for sale Hornby Street, Bury BL9",53.601085,-2.293221,BL9 5BL,Bury,Salford,"Hornby Street, Bury, BL9 5BL, United Kingdom",3,1,1,220000.0,,
"EPC tbc Council tax band A Freehold 3 bedrooms Garage Garden Great location **** no chain**** Three bedroom mid terrace with patio to the rear benefitting from a deatched garage. Set in a highly convenient location close just a short distance from Ashton town centre and its excellent range of amenities. Ryder &amp; Dutton are delighted to offer for sale this mid terraced over three floors with a detached garage. Viewing is highly recommended and will reveal a spacious living room leading to a fitted kitchen where there is access to the cellar through a trapped door (please note we have not inspected the cellar). Beyond the kitchen there is a shower room with a three piece comprising a low-level WC, hand wash basin, and walk in shower unit. To the first floor there are two good sized bedrooms, the master which benefits from fitted wardrobes. The second floor houses the third bedroom which is also a double room. The property benefits from being warmed by a gas central heating system through a combination boiler. Externally to the rear there is an enclosed yard, beautifully maintained with a detached garage and off street parking to the rear of the property. Cranbrook street is situated just off Oldham Road offering excellent access to the town centre with its varied range of amenities, choice of schools and transport links to Manchester and surrounding areas via bus, train, Metrolink and the M60 is a few minutes’ drive away ideal for those looking to commute. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Cranbrook Street, Ashton-Under-Lyne, Greater Manchester OL7",Ryder & Dutton - Ashton,1.0,3,A,170000,,terraced,1.0,,Just added,freehold,"3 bed terraced house for sale Cranbrook Street, Ashton-Under-Lyne, Greater Manchester OL7",53.4865407,-2.098691,OL6 7SJ,Tameside,Greater Manchester,"Ashton-under-Lyne (Tameside), ENG, United Kingdom",3,1,1,170000.0,,
"Welcome to this charming and well-maintained three-bedroom semi-detached property, ideal for families, first-time buyers, or anyone seeking a stylish and comfortable home in a sought-after location. Step inside and discover a gorgeous open-plan kitchen/diner, perfect for modern living and entertaining. This light-filled space offers ample room for both cooking and dining, with stylish fittings and direct access to the rear garden – ideal for summer gatherings or relaxed family meals. Upstairs, the property boasts three generously sized bedrooms, offering plenty of space for growing families or home working. A well-appointed family bathroom completes the first floor, featuring contemporary fixtures and a clean, modern finish. Outside, you’ll find a large, private garden, providing the perfect setting for outdoor relaxation, play areas, or future landscaping projects. To the front, a spacious driveway offers off-street parking for multiple vehicles. This is a wonderful opportunity to secure a fantastic family home with both space and style, ready to move into and make your own. Situated in the area of Ashton, this property enjoys a prime location close to a range of local amenities. Families will appreciate the selection of schools nearby, while commuters benefit from excellent transport links, including nearby train stations, major bus routes, and easy access to motorway networks. Local parks, shops, and eateries are all within easy reach, making this a convenient and desirable place to call home. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Holland Grove, Ashton-Under-Lyne, Greater Manchester OL6",Bridgfords - Ashton,1.0,3,B,260000,,semi_detached,1.0,,Just added,freehold,"3 bed semi-detached house for sale Holland Grove, Ashton-Under-Lyne, Greater Manchester OL6",53.4865407,-2.098691,OL6 7SJ,Tameside,Greater Manchester,"Ashton-under-Lyne (Tameside), ENG, United Kingdom",3,1,1,260000.0,,
"Summary: Charming two bed Victorian middle terrace cottage property at the heart of the village centre. A stone's throw from the railway station, shops and bus routes. Much improved in recent years. Gfch, double glazing. The attractive interior briefly comprises: Sitting room, interconnecting dining room, kitchen, two bedrooms and bathroom/wc with shower. Rear garden with open sunny aspect overlooking garden allotments. Residents parking permits available from Stockport mbc. Ground floor Sitting room (front) 14' 7'' x 11' 11'' (4.46m x 3.64m) max. Composite double glazed front door, double glazed and leaded window with plantation shutters, radiator, wood laminate flooring, batten and ledged door to staircase. Storage cupboard to one chimney breast recess, squared opening to the dining room. Dining room (rear) 12' 0'' x 7' 2'' (3.68m x 2.19m) max. Double glazed window, radiator, wood laminate flooring, batten and ledged door to kitchen. Kitchen (rear) 8' 8'' x 7' 3'' (2.65m x 2.21m) max. Fitted base and wall cabinets incorporating sink unit with mixer tap, work surfaces with tiled wall backs, integral cooker of electric oven and grill with extractor hood over, wood laminate flooring, plumbed for automatic washing machine, glazed door to rear porch. Porch (rear) 3' 3'' x 3' 11'' (1m x 1.2m) max. Door to rear garden, glazed windows. First floor landing Batten and ledged doors to all rooms. Access to the loft space. Bedroom 1 (front) 15' 0'' x 11' 11'' (4.58m x 3.64m) max. Double glazed and leaded window with plantation shutters, radiator, built-in cupboard, small period cast iron fireplace. Bedroom 2 (rear) 12' 2'' x 7' 4'' (3.72m x 2.26m) max. Double glazed window (with views over the garden and the allotments beyond), radiator. Bathroom (rear) 9' 1'' x 7' 1'' (2.78m x 2.17m) max. White and chrome suite comprising panelled bath with built-in chrome shower over, pedestal wash hand basin, low level wc, tiled splash backs, cupboard housing gas combination boiler, chrome towel warmer/radiator, double glazed window, extractor fan. Outside gardens Well enclosed rear garden with open south-easterly aspect over garden allotments to the rear. Small lawns, shingle patios, small brick outhouse. Boundary wall and fencing. Small front with dwarf brick boundary wall. Tenure: We have been advised that the property is Long Leasehold residue of 999 years and subject to a nominal ground rent of circa £4.00 per annum. We would recommend that your conveyancer checks the tenure prior to the exchange of contracts. Council tax: We have been advised by the present owner that the Council Tax Band is B. All enquiries to Stockport mbc. Energy performance certificate: The current Energy Efficiency Rating is Band D. Further information is available online and by request. Viewings: Strictly by appointment through Woodhall Properties on . Opening hours: Mon - Thurs 9.00am - 5.30pm, Fri 9.00am - 5.00pm, Saturday 9.00am - 4.00pm and Sunday 12 - 4.00pm Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Chester Road, Hazel Grove, Stockport SK7",Woodhall Properties,1.0,2,B,245000,,terraced,2.0,,Just added,freehold,"2 bed terraced house for sale Chester Road, Hazel Grove, Stockport SK7",53.35084,-2.151767,O L12,Stockport,Salford,"Chester Road, Stockport, United Kingdom",2,1,2,245000.0,,
"One bedroom, one bathroom Secure parking included 8th floor Home owners or investors welcome Gym &amp; concierge facilities Quote MC0536 Welcome to carding building! A spacious one bedroom apartment positioned on the 8th floor of a popular canal side development with secure parking, concierge and gym facilites, in a prime city centre location. Offered with no vendor chain. The property spans 560 sq/ft and comprises: Secure communal entrance with lounge, post room, stairs and lift to all floors, hallway with utility store cupboards, living area with floor to ceiling windows flooding the room with natural light, open plan to a modern fitted kitchen with integrated appliances, double bedroom with built-in fitted wardrobes and a contemporary three piece bathroom suite, fully tiled with shower over bath. Residents can also enjoy the benefits of 24 hour concierge and a state of the art gymnasium. EPC rating B (84). Quote MC0536. Carding Building is part of the wider Manchester New Square development which was completed in May 2021. It comprises 351 apartments across three buildings sat beside the Rochdale canal along Manchesters famous Gay village. Residents can enjoy being in close proximity to excellent local amenities including Sackville Gardens, Manchester University and Manchester Piccadilly Train Station. Important Information: Tenure: Leasehold Service Charge: £1562 per year Ground Rent: £250 per year Lease: 250 years (less the last 3 days) from April 2018 Building Manager: Zenith Council Tax Band: D Tenancy: £1,550 per month until August 2025 Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Carding Building, 42 Whitworth Street, Manchester M1",eXp World UK,1.0,1,D,258000,,flat,1.0,,Just added,leasehold,"1 bed flat for sale Carding Building, 42 Whitworth Street, Manchester M1",53.4760688,-2.2369223,M1 3AT,Manchester,Greater Manchester,"Carding Building, 42 Whitworth Street, Manchester, M1 3AT, United Kingdom",1,1,1,258000.0,,
"Four bedrooms Executive detached property Highly sought after location Perfect for a family Immaculately presented throughout En suite to master bedroom Utility room and detached garage Leasehold Council tax band E % EPC tbc Tenure: Leasehold This beautifully presented 4-bedroom detached house offers the perfect blend of style, space, and comfort, ideal for modern family living. Situated in a highly sought-after location, this executive property is within easy reach of local amenities, excellent schools, and transport links—making it the perfect place to call home. From the moment you step inside, the attention to detail and immaculate presentation are clear. The spacious layout features a generous living area, modern kitchen, and a separate utility room, providing both functionality and convenience. Upstairs, the property boasts four well-proportioned bedrooms, including a master bedroom with en suite, offering a private retreat. A contemporary family bathroom serves the remaining bedrooms, all finished to a high standard. Outside, the home continues to impress with a detached garage, a well-maintained garden, and ample driveway parking. This executive detached property is truly perfect for a family seeking a move-in ready home in a prime location. Leasehold, council tax band E. EPC Rating: B Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Lyon Close, Shevington WN6",Breakey & Co - Wigan,2.0,4,E,425000,319.0,detached,2.0,1333.0,Just added,leasehold,"4 bed detached house for sale Lyon Close, Shevington WN6",53.567369,-2.690426,WN6 8GF,Shevington,Salford,"Lyon Close, Shevington, WN6 8GF, United Kingdom",4,2,2,425000.0,319.0,1333.0
"Two bed terrace property Porch entrance Good size lounge Dining room Modern kitchen Low maintenance yard Master bedroom with built in wardrobes Close by to schools, mesnes park, frog lane shops and access to the canal Good condition Leasehold Ctb - A Tenure: Leasehold Welcome to this charming 2 Bedroom Terraced House, a cosy abode perfect for those seeking a comfortable and convenient living space. As you step inside, you'll be greeted by a porch entrance that sets the tone for the warmth and character that fills this home. The good size lounge offers a welcoming atmosphere, ideal for relaxing or hosting gatherings. The dining room provides a lovely space for sharing meals with loved ones or indulging in quiet moments with a good book. The modern kitchen is a chef's dream, boasting all the essentials for creating delicious meals. Upstairs, the master bedroom awaits, complete with built-in wardrobes to keep your belongings neatly organised. The second bedroom offers flexibility for guests, a home office, or however best suits your lifestyle. This property is in good condition, ensuring a hassle-free move-in experience. Its low maintenance yard provides a tranquil outdoor retreat without the need for extensive upkeep. Located close to schools, Mesnes Park, Frog Lane shops, and access to the canal, you'll find everything you need just a stone's throw away. Whether you're looking to explore the outdoors, run daily errands, or enjoy leisurely strolls, this home's location offers convenience at your fingertips. Don't miss out on the opportunity to make this delightful two bed terrace property your own. With its inviting spaces and prime location, this home is sure to capture your heart. Schedule a viewing today and envision the possibilities that await in this lovely dwelling. Council ta band- A Tenure - Leasehold EPC - tbc EPC Rating: E Location First Avenue, Wigan - WN6 7AZ Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","First Avenue, Wigan WN6",Breakey & Co - Wigan,1.0,2,A,130000,152.0,terraced,2.0,853.0,Just added,leasehold,"2 bed terraced house for sale First Avenue, Wigan WN6",53.553621,-2.64901,WN6 7AZ,Wigan,Salford,"First Avenue, Wigan, WN6 7AZ, United Kingdom",2,1,2,130000.0,152.0,853.0
"Ideal family home Frour bedrooms Popular location Gardens Off street parking Council tax - band C EPC - B Leasehold - 250 years from 01/01/2014 ground rent £441 per year Four bedroom semi detached family home with off street parking and gardens. Ideal for access to local amenities and transport links. EPC - B This four bedroom home located on a sought after modern development is sure to appeal to the growing family. Early inspection is highly recommended. This will reveal; entrance hall, lounge, downstairs WC, kitchen/diner, landing, four bedrooms (bedroom 1 with en-suite) and family bathroom. Externally is a driveway offering off-road parking whilst there are gardens to the rear. The property boasts gas central heating, Upvc double glazing. Common Alder Way forms part of the recently constructed and attractively landscaped 'Booth Hall' site in the Blackley district of Manchester, just over 4 miles North of the city centre and easily accessible by car or public transport. The property is situated close to Boggart Hole Clough which is a large woodland and urban country park and features a Children's play area, Multi use games area (muga), Athletics track, Tennis courts (courts are free), Bowling green, Boating lake, Fishing area, Cafe and toilets. The property is well placed for access to an excellent range of amenities and facilities including shops, supermarkets, banks, schools, North Manchester General Hospital, North Manchester Sixth Form College and Library. Manchester city centre is just over 4 miles away whilst the North West motorway network is within easy reach. MediaCity at Salford Quays is approximately 7 miles away. Please note: There is a service charge payable of £168.38 paid annually. To be confirmed by soliciors. Read full description In partnership with Zoopla insights Sign in and gain expert analysis to make informed decisions. Stamp duty calculator Our instant calculator helps you understand how much stamp duty is due on property purchases in England &amp; Northern Ireland. Read the latest stamp duty news Price Your situation Please select Buying for the first time Home mover with one property Buying an additional property From 1st April 2025 £- This calculation is intended as a guide only. We are unable to provide financial advice, so it&#x27;s important to consult with an adviser. It applies to UK residents purchasing residential properties in England and Northern Ireland, but does not apply if the purchase is made through a company.","Common Alder Way, Blackley, Manchester M9",Ryder & Dutton - Middleton,2.0,4,C,330000,,semi_detached,1.0,,Just added,leasehold,"4 bed semi-detached house for sale Common Alder Way, Blackley, Manchester M9",53.524749,-2.205326,M9 7GP,Manchester,Salford,"Common Alder Way, Manchester, M9 7GP, United Kingdom",4,2,1,330000.0,,
